,externalfilenum,jobtypedescription,address,issuedate,inspectiontype,fulldeficiency,outcome,inspectioncompleteddate,disciplinetype,general_contractor,checklist,statusname,deficiencies,x_coord,y_coord,processid,point,:@computed_region_qeuu_piif,:@computed_region_xxr9_iwz2,deficiencyresolved,resolveddate,permitclosedate,permitholder
486,BP2022-11405,Single Construction Permit,33 AMBLESIDE CR NW,2022-07-20T00:00:00.000,Final,"The air conditioner manufacturers maximum overcurrent device size stated on the nameplate has been exceeded, install a breaker that is within the maximum size stated[Rule 28-202 and Manufactures Nameplate]",Acceptable with Conditions,2023-04-20T00:00:00.000,Electrical Deficiencies,SHANE HOMES,,COMP,False,-114.10965556555914,51.18456013804472,430040518,"{'type': 'Point', 'coordinates': [-114.109655565559, 51.184560138045]}",160,2,,,2023-04-20T00:00:00.000,
487,BP2022-11414,Single Construction Permit,337 MAGNOLIA PL SE,2022-07-21T00:00:00.000,Final,"9.14.6 Site grading, slope drainage away from the building",Acceptable with Conditions,2023-05-10T00:00:00.000,Building Deficiencies,HOPEWELL RESIDENTIAL MANAGEMENT,SCP Pre-Possession (All),COMP,False,-113.91616393935006,50.89025269494236,434036291,"{'type': 'Point', 'coordinates': [-113.91616393935, 50.890252694942]}",209,12,,,2023-05-10T00:00:00.000,
488,BP2022-11426,Single Construction Permit,65B CREEKSIDE AV SW,2022-07-20T00:00:00.000,Final,"9.14.6 Site grading, slope drainage away from the building",Acceptable with Conditions,2023-04-19T00:00:00.000,Building Deficiencies,STERLING HOMES,Exterior,COMP,False,-114.07543191087835,50.861555986699116,430258767,"{'type': 'Point', 'coordinates': [-114.075431910878, 50.861555986699]}",208,13,,,2023-04-26T00:00:00.000,
489,BP2022-11426,Single Construction Permit,65B CREEKSIDE AV SW,2022-07-20T00:00:00.000,Final,"Contractor to complete items, then may continue",Acceptable with Conditions,2023-04-19T00:00:00.000,Building Deficiencies,STERLING HOMES,Directives,COMP,False,-114.07543191087835,50.861555986699116,430258767,"{'type': 'Point', 'coordinates': [-114.075431910878, 50.861555986699]}",208,13,,,2023-04-26T00:00:00.000,
490,BP2022-11426,Single Construction Permit,65B CREEKSIDE AV SW,2022-07-20T00:00:00.000,Final,"Field Level Hazard Assessment: Conditions were -1 and Cloudy. Handrails, Guards. No unsafe conditions identified. Hard hat, Safety boots, vest and booties worn.",Acceptable with Conditions,2023-04-19T00:00:00.000,Building Deficiencies,STERLING HOMES,Field Level Hazard Assessment (FLHA),COMP,False,-114.07543191087835,50.861555986699116,430258767,"{'type': 'Point', 'coordinates': [-114.075431910878, 50.861555986699]}",208,13,,,2023-04-26T00:00:00.000,
491,BP2022-11426,Single Construction Permit,65B CREEKSIDE AV SW,2022-07-20T00:00:00.000,Final,Pre-Possession Inspection Observations were:  Detached home with attached garage. 2 bedroom secondary suite in the basement. Site grading not complete. Stairs out of back door. See notice for infractions.,Acceptable with Conditions,2023-04-19T00:00:00.000,Building Deficiencies,STERLING HOMES,General Inspection Observations,COMP,False,-114.07543191087835,50.861555986699116,430258767,"{'type': 'Point', 'coordinates': [-114.075431910878, 50.861555986699]}",208,13,,,2023-04-26T00:00:00.000,
492,BP2022-11426,Single Construction Permit,65B CREEKSIDE AV SW,2022-07-20T00:00:00.000,Final,"26-722 Receptacles for dwelling unitsii) a sufficient number of receptacles (5-15R split or 5-20R) along the wall at counter worksurfaces (excluding sinks, built-in equipment, and isolated work surfaces less than 300 mmlong at the wall line) so that no point along the wall line is more than 900 mm from areceptacle measured horizontally along the wall line-Counter receptacle spacing in walk through is not to code.",Acceptable with Conditions,2023-04-19T00:00:00.000,Electrical Deficiencies,STERLING HOMES,,COMP,False,-114.07543191087835,50.861555986699116,430258768,"{'type': 'Point', 'coordinates': [-114.075431910878, 50.861555986699]}",208,13,,,2023-04-26T00:00:00.000,
493,BP2022-11426,Single Construction Permit,65B CREEKSIDE AV SW,2022-07-20T00:00:00.000,Final,Incomplete work-Garage door opener receptacle is not secured as opener is not installed at time of inspection-Mech room lighting needs mechanical protection due to height.-Panel schedule is unreadable various breakers.-Unable to verify gas line bond.-Smoke alarm circuit to be labeled.,Acceptable with Conditions,2023-04-19T00:00:00.000,Electrical Deficiencies,STERLING HOMES,,COMP,False,-114.07543191087835,50.861555986699116,430258768,"{'type': 'Point', 'coordinates': [-114.075431910878, 50.861555986699]}",208,13,,,2023-04-26T00:00:00.000,
494,BP2022-11426,Single Construction Permit,65B CREEKSIDE AV SW,2022-07-20T00:00:00.000,Gas Final,"4.14.1 Service clearances not maintained IBC tankless water heater requires 2 inch clearance to combustibles above, 6 inch service clearance. Cannot check if vent terminations are tightened, unit cannot be serviced.",Not Acceptable,2023-04-19T00:00:00.000,P & G Deficiencies,STERLING HOMES,Gas Appliances,COMP,False,-114.07543191087835,50.861555986699116,430258769,"{'type': 'Point', 'coordinates': [-114.075431910878, 50.861555986699]}",208,13,1.0,2023-04-26T00:00:00.000,2023-04-26T00:00:00.000,
495,BP2022-11426,Single Construction Permit,65B CREEKSIDE AV SW,2022-07-20T00:00:00.000,Gas Final,7.33.4 Range clearances not meet Hood fan above gas range must meet manufacturer combustion clearance requirements. Hood fan must be made of non-combustible material or protected and extends 5 inches past cooking surface. Resolve and recall.,Not Acceptable,2023-04-19T00:00:00.000,P & G Deficiencies,STERLING HOMES,Gas Final,COMP,False,-114.07543191087835,50.861555986699116,430258769,"{'type': 'Point', 'coordinates': [-114.075431910878, 50.861555986699]}",208,13,1.0,2023-04-26T00:00:00.000,2023-04-26T00:00:00.000,
496,BP2022-11484,Single Construction Permit,39 LEGACY WOODS CR SE,2022-07-19T00:00:00.000,Final,"Contractor to complete items, then may continue",Acceptable with Conditions,2023-04-21T00:00:00.000,Building Deficiencies,MORRISON HOMES (CALGARY),Directives,COMP,False,-114.01176135988482,50.85330633147423,430138844,"{'type': 'Point', 'coordinates': [-114.011761359885, 50.853306331474]}",155,14,,,2023-04-21T00:00:00.000,
497,BP2022-11619,Single Construction Permit,92 EDITH GA NW,2022-09-01T00:00:00.000,Final,"Contractor to complete items, then may continue",Acceptable with Conditions,2023-05-11T00:00:00.000,Building Deficiencies,SHANE HOMES,Directives,COMP,False,-114.17003707147393,51.184870023629145,433930796,"{'type': 'Point', 'coordinates': [-114.170037071474, 51.184870023629]}",163,2,,,2023-05-11T00:00:00.000,
498,BP2022-11661,Single Construction Permit,961B LEGACY CI SE,2022-07-15T00:00:00.000,Final,All boxes and devices require approved coverplates[Rule 12-3024]- Main floor kitchen,Acceptable with Conditions,2023-04-24T00:00:00.000,Electrical Deficiencies,SHANE HOMES,,COMP,False,-113.99574042829515,50.85469764868045,430689803,"{'type': 'Point', 'coordinates': [-113.995740428295, 50.85469764868]}",155,14,,,2023-04-26T00:00:00.000,
499,BP2022-11724,Single Construction Permit,38 ROWLEY PA NW,2022-07-22T00:00:00.000,Final,9.10.9.16(4) Smoke and exhaust barrier req'd at garage wall - Seal gas line penetration in garage.,Acceptable,2023-04-20T00:00:00.000,Building Deficiencies,CEDARGLEN GROUP (THE),Fire Separations Part 9,COMP,False,-114.26626240388987,51.10542587390673,429295860,"{'type': 'Point', 'coordinates': [-114.26626240389, 51.105425873907]}",142,1,,,2023-04-20T00:00:00.000,
500,BP2022-11724,Single Construction Permit,38 ROWLEY PA NW,2022-07-22T00:00:00.000,Final,"9.14.6 Site grading, slope drainage away from the building - Ensure grading complete in window wells.",Acceptable,2023-04-20T00:00:00.000,Building Deficiencies,CEDARGLEN GROUP (THE),SCP Pre-Possession (All),COMP,False,-114.26626240388987,51.10542587390673,429295860,"{'type': 'Point', 'coordinates': [-114.26626240389, 51.105425873907]}",142,1,,,2023-04-20T00:00:00.000,
501,BP2022-11724,Single Construction Permit,38 ROWLEY PA NW,2022-07-22T00:00:00.000,Final,9.25.3.6(5) Slab to be sealed around perimeter to walls - Seal all cracks in slab.,Acceptable,2023-04-20T00:00:00.000,Building Deficiencies,CEDARGLEN GROUP (THE),Radon,COMP,False,-114.26626240388987,51.10542587390673,429295860,"{'type': 'Point', 'coordinates': [-114.26626240389, 51.105425873907]}",142,1,,,2023-04-20T00:00:00.000,
502,BP2022-11724,Single Construction Permit,38 ROWLEY PA NW,2022-07-22T00:00:00.000,Final,"Contractor to complete items, then may continue - Ensure deficiencies corrected prior to occupancy.",Acceptable,2023-04-20T00:00:00.000,Building Deficiencies,CEDARGLEN GROUP (THE),Directives,COMP,False,-114.26626240388987,51.10542587390673,429295860,"{'type': 'Point', 'coordinates': [-114.26626240389, 51.105425873907]}",142,1,,,2023-04-20T00:00:00.000,
503,BP2022-11724,Single Construction Permit,38 ROWLEY PA NW,2022-07-22T00:00:00.000,Final,"Field Level Hazard Assessment: - Weather was chilly, overcast and light snow was coming down, Hard hat, vest and boots were worn at time of inspection. No hazards were observed",Acceptable,2023-04-20T00:00:00.000,Building Deficiencies,CEDARGLEN GROUP (THE),Field Level Hazard Assessment (FLHA),COMP,False,-114.26626240388987,51.10542587390673,429295860,"{'type': 'Point', 'coordinates': [-114.26626240389, 51.105425873907]}",142,1,,,2023-04-20T00:00:00.000,
504,BP2022-11724,Single Construction Permit,38 ROWLEY PA NW,2022-07-22T00:00:00.000,Final,Grilles and Registers Required - Floor register missing in laundry room.,Acceptable,2023-04-20T00:00:00.000,Building Deficiencies,CEDARGLEN GROUP (THE),SCP Pre-Possession (All),COMP,False,-114.26626240388987,51.10542587390673,429295860,"{'type': 'Point', 'coordinates': [-114.26626240389, 51.105425873907]}",142,1,,,2023-04-20T00:00:00.000,
505,BP2022-11724,Single Construction Permit,38 ROWLEY PA NW,2022-07-22T00:00:00.000,Final,"Pre-Possession Inspection Observations were:  -Undeveloped basement, squeaky tread going upstairs 2nd from winder,",Acceptable,2023-04-20T00:00:00.000,Building Deficiencies,CEDARGLEN GROUP (THE),General Inspection Observations,COMP,False,-114.26626240388987,51.10542587390673,429295860,"{'type': 'Point', 'coordinates': [-114.26626240389, 51.105425873907]}",142,1,,,2023-04-20T00:00:00.000,
506,BP2022-14789,Single Construction Permit,292 AMBLESIDE AV NW,2022-09-15T00:00:00.000,Final,"Contractor to complete items, then may continue - Correct deficiency before occupancy, Ok to proceed.",Acceptable with Conditions,2023-05-25T00:00:00.000,Building Deficiencies,SHANE HOMES,Directives,COMP,False,-114.1072749347288,51.185366205749204,435752245,"{'type': 'Point', 'coordinates': [-114.107274934729, 51.185366205749]}",160,2,,,,
507,BP2022-14789,Single Construction Permit,292 AMBLESIDE AV NW,2022-09-15T00:00:00.000,Final,"Field Level Hazard Assessment: 15 degrees, cloudy. Safe access provided, PPE worn.",Acceptable with Conditions,2023-05-25T00:00:00.000,Building Deficiencies,SHANE HOMES,Field Level Hazard Assessment (FLHA),COMP,False,-114.1072749347288,51.185366205749204,435752245,"{'type': 'Point', 'coordinates': [-114.107274934729, 51.185366205749]}",160,2,,,,
508,BP2022-14789,Single Construction Permit,292 AMBLESIDE AV NW,2022-09-15T00:00:00.000,Final,"Pre-Possession Inspection Observations were:  Temporary gravel driveway ad walkway in place. Rear deck framed, Duradeck and railing not installed. Range hood fans functional, washroom and house ventilation fans functional. Furnace functional. railings in place, rear door to upper deck locked out.",Acceptable with Conditions,2023-05-25T00:00:00.000,Building Deficiencies,SHANE HOMES,General Inspection Observations,COMP,False,-114.1072749347288,51.185366205749204,435752245,"{'type': 'Point', 'coordinates': [-114.107274934729, 51.185366205749]}",160,2,,,,
509,BP2022-11854,Commercial / Multi Family Project,#110 750 NOLAN HILL BV NW,2022-09-27T00:00:00.000,Final,Call 311 to book an inspection - MP2023-01095,Not Acceptable,2023-04-19T00:00:00.000,Building Deficiencies,,Directives,COMP,False,-114.16944238968223,51.17941988767602,400298724,"{'type': 'Point', 'coordinates': [-114.169442389682, 51.179419887676]}",13,2,,,2023-04-21T00:00:00.000,N\A
510,BP2022-11854,Commercial / Multi Family Project,#110 750 NOLAN HILL BV NW,2022-09-27T00:00:00.000,Final,Ensure all other discipline rough-in and final inspections are completed PRIOR to calling for building final inspection.,Not Acceptable,2023-04-19T00:00:00.000,Building Deficiencies,,Directives,COMP,False,-114.16944238968223,51.17941988767602,400298724,"{'type': 'Point', 'coordinates': [-114.169442389682, 51.179419887676]}",13,2,1.0,2023-04-21T00:00:00.000,2023-04-21T00:00:00.000,N\A
511,BP2022-12200,Single Construction Permit,88B SETON RO SE,2022-08-17T00:00:00.000,Final,9.13.4.3.(3) Radon rough-in to be labelled.,Not Acceptable,2023-05-09T00:00:00.000,Building Deficiencies,CEDARGLEN GROUP (THE),Radon,COMP,False,-113.94811147152033,50.86420218283638,433142686,"{'type': 'Point', 'coordinates': [-113.94811147152, 50.864202182836]}",145,12,,,2023-05-12T00:00:00.000,
512,BP2022-12237,Single Construction Permit,135 CREEKSTONE WY SW,2022-07-28T00:00:00.000,Final,"9.14.6 Site grading, slope drainage away from the building",Acceptable with Conditions,2023-04-20T00:00:00.000,Building Deficiencies,BROADVIEW HOMES,Exterior,COMP,False,-114.05525614225128,50.86253558758681,430014135,"{'type': 'Point', 'coordinates': [-114.055256142251, 50.862535587587]}",208,13,,,2023-04-20T00:00:00.000,
513,BP2022-12237,Single Construction Permit,135 CREEKSTONE WY SW,2022-07-28T00:00:00.000,Final,"Contractor to complete items, then may continue",Acceptable with Conditions,2023-04-20T00:00:00.000,Building Deficiencies,BROADVIEW HOMES,Directives,COMP,False,-114.05525614225128,50.86253558758681,430014135,"{'type': 'Point', 'coordinates': [-114.055256142251, 50.862535587587]}",208,13,,,2023-04-20T00:00:00.000,
514,BP2022-12237,Single Construction Permit,135 CREEKSTONE WY SW,2022-07-28T00:00:00.000,Final,"Field Level Hazard Assessment: Conditions were -2 and Cloudy. Handrails, Guards. No unsafe conditions identified. Hard hat, Safety boots, vest and booties worn.",Acceptable with Conditions,2023-04-20T00:00:00.000,Building Deficiencies,BROADVIEW HOMES,Field Level Hazard Assessment (FLHA),COMP,False,-114.05525614225128,50.86253558758681,430014135,"{'type': 'Point', 'coordinates': [-114.055256142251, 50.862535587587]}",208,13,,,2023-04-20T00:00:00.000,
515,BP2022-12237,Single Construction Permit,135 CREEKSTONE WY SW,2022-07-28T00:00:00.000,Final,Pre-Possession Inspection Observations were:  Detached home with attached garage. Deck built out back. Developed basement. Site grading not complete. See notice for infractions.,Acceptable with Conditions,2023-04-20T00:00:00.000,Building Deficiencies,BROADVIEW HOMES,General Inspection Observations,COMP,False,-114.05525614225128,50.86253558758681,430014135,"{'type': 'Point', 'coordinates': [-114.055256142251, 50.862535587587]}",208,13,,,2023-04-20T00:00:00.000,
516,BP2022-12237,Single Construction Permit,135 CREEKSTONE WY SW,2022-07-28T00:00:00.000,Final,pvc strapping at meter baseporch receptacle not to codeoven box not cut out20 amp breaker for oven-to be completed 4/21/23,Acceptable with Conditions,2023-04-20T00:00:00.000,Electrical Deficiencies,BROADVIEW HOMES,,COMP,False,-114.05525614225128,50.86253558758681,430014136,"{'type': 'Point', 'coordinates': [-114.055256142251, 50.862535587587]}",208,13,,,2023-04-20T00:00:00.000,
517,BP2022-12200,Single Construction Permit,88B SETON RO SE,2022-08-17T00:00:00.000,Final,Principle ventilation balancing verification to be posted.,Not Acceptable,2023-05-09T00:00:00.000,Building Deficiencies,CEDARGLEN GROUP (THE),HVAC Final,COMP,False,-113.94811147152033,50.86420218283638,433142686,"{'type': 'Point', 'coordinates': [-113.94811147152, 50.864202182836]}",145,12,1.0,2023-05-12T00:00:00.000,2023-05-12T00:00:00.000,
518,BP2022-15085,Residential Improvement Project,29B SADDLEFIELD DR NE,2022-09-12T00:00:00.000,Framing,9.10.9.3 Doors in smoke barrier to have self closing device -door to furnace room to be solid and self closing,Acceptable with Conditions,2023-05-25T00:00:00.000,Building Deficiencies,ENFIELD ELECTRICAL,All Secondary Suite's and RVI's,COMP,False,-113.9377265496053,51.127667209781954,415483092,"{'type': 'Point', 'coordinates': [-113.937726549605, 51.127667209782]}",86,5,1.0,2023-05-25T00:00:00.000,,
519,BP2022-12369,Single Construction Permit,349B EDITH RD NW,2022-07-25T00:00:00.000,Final,"Field Level Hazard Assessment: +13 Overcast, PPE worn, Site safe to enter.",Acceptable,2023-04-24T00:00:00.000,Building Deficiencies,CEDARGLEN GROUP (THE),Field Level Hazard Assessment (FLHA),COMP,False,-114.16838215506228,51.183584910098105,430423251,"{'type': 'Point', 'coordinates': [-114.168382155062, 51.183584910098]}",163,2,,,2023-04-24T00:00:00.000,
520,BP2022-12460,Single Construction Permit,14 ROWLEY PA NW,2022-07-26T00:00:00.000,Final,9.25.3.6(5) Slab to be sealed around perimeter to walls - seal crack in slab.,Acceptable with Conditions,2023-04-20T00:00:00.000,Building Deficiencies,CEDARGLEN GROUP (THE),Radon,COMP,False,-114.26629721247573,51.10590721786185,429296020,"{'type': 'Point', 'coordinates': [-114.266297212476, 51.105907217862]}",142,1,,,2023-04-20T00:00:00.000,
521,BP2022-12460,Single Construction Permit,14 ROWLEY PA NW,2022-07-26T00:00:00.000,Final,"Contractor to complete items, then may continue - Ensure deficiencies corrected prior to occupancy.",Acceptable with Conditions,2023-04-20T00:00:00.000,Building Deficiencies,CEDARGLEN GROUP (THE),Directives,COMP,False,-114.26629721247573,51.10590721786185,429296020,"{'type': 'Point', 'coordinates': [-114.266297212476, 51.105907217862]}",142,1,,,2023-04-20T00:00:00.000,
522,BP2022-12460,Single Construction Permit,14 ROWLEY PA NW,2022-07-26T00:00:00.000,Final,"Field Level Hazard Assessment: - Weather was chilly, overcast and light snow was coming down, Hard hat, vest and boots were worn at time of inspection. No hazards were observed",Acceptable with Conditions,2023-04-20T00:00:00.000,Building Deficiencies,CEDARGLEN GROUP (THE),Field Level Hazard Assessment (FLHA),COMP,False,-114.26629721247573,51.10590721786185,429296020,"{'type': 'Point', 'coordinates': [-114.266297212476, 51.105907217862]}",142,1,,,2023-04-20T00:00:00.000,
523,BP2022-12460,Single Construction Permit,14 ROWLEY PA NW,2022-07-26T00:00:00.000,Final,"Pre-Board Inspection Observations were: - Undeveloped basement, no rear deck, furnace interlocked, 4 bed up, rear door has been secured close.",Acceptable with Conditions,2023-04-20T00:00:00.000,Building Deficiencies,CEDARGLEN GROUP (THE),General Inspection Observations,COMP,False,-114.26629721247573,51.10590721786185,429296020,"{'type': 'Point', 'coordinates': [-114.266297212476, 51.105907217862]}",142,1,,,2023-04-20T00:00:00.000,
524,BP2022-15208,Single Construction Permit,243 LAVENDER MR SE,2022-10-04T00:00:00.000,Final,Ventilation sticker to be filled out,Acceptable with Conditions,2023-06-21T00:00:00.000,Building Deficiencies,HOMES BY AVI (CALGARY),SCP Pre-Possession (All),COMP,False,-113.91494930501695,50.88385954567393,441590143,"{'type': 'Point', 'coordinates': [-113.914949305017, 50.883859545674]}",210,12,,,,
525,BP2022-12597,Single Construction Permit,26 WOLF CREEK RI SE,2022-08-09T00:00:00.000,Final,"9.14.6 Site grading, slope drainage away from the building",Acceptable with Conditions,2023-04-20T00:00:00.000,Building Deficiencies,TRICO HOMES,Exterior,COMP,False,-114.00747460307491,50.873911795487366,430499762,"{'type': 'Point', 'coordinates': [-114.007474603075, 50.873911795487]}",237,14,,,2023-04-20T00:00:00.000,
526,BP2022-12597,Single Construction Permit,26 WOLF CREEK RI SE,2022-08-09T00:00:00.000,Final,"9.25.2.4. Insulation located in areas where it may be subject to mechanical damage shall be protected by a covering such as gypsum board, plywood, particleboard, OSB, waferboard or hardboard. (HRV)",Acceptable with Conditions,2023-04-20T00:00:00.000,Building Deficiencies,TRICO HOMES,SCP Pre-Possession (All),COMP,False,-114.00747460307491,50.873911795487366,430499762,"{'type': 'Point', 'coordinates': [-114.007474603075, 50.873911795487]}",237,14,,,2023-04-20T00:00:00.000,
527,BP2022-12597,Single Construction Permit,26 WOLF CREEK RI SE,2022-08-09T00:00:00.000,Final,"Contractor to complete items, then may continue",Acceptable with Conditions,2023-04-20T00:00:00.000,Building Deficiencies,TRICO HOMES,Directives,COMP,False,-114.00747460307491,50.873911795487366,430499762,"{'type': 'Point', 'coordinates': [-114.007474603075, 50.873911795487]}",237,14,,,2023-04-20T00:00:00.000,
528,BP2022-12597,Single Construction Permit,26 WOLF CREEK RI SE,2022-08-09T00:00:00.000,Final,"Field Level Hazard Assessment: 	Hazards present at time of inspection:None identifiedPPE worn at time of inspection:Hard hat, high visibility vest, steel toe bootsWeather conditions at time of inspection:SnowWere site safety controls in place at time of inspection:Yes",Acceptable with Conditions,2023-04-20T00:00:00.000,Building Deficiencies,TRICO HOMES,Field Level Hazard Assessment (FLHA),COMP,False,-114.00747460307491,50.873911795487366,430499762,"{'type': 'Point', 'coordinates': [-114.007474603075, 50.873911795487]}",237,14,,,2023-04-20T00:00:00.000,
529,BP2022-12597,Single Construction Permit,26 WOLF CREEK RI SE,2022-08-09T00:00:00.000,Final,"Pre-Possession Inspection Observations were:  Exterior finish substantially complete.Smoke/CO alarms, handrails/guards, thermal barrier, non-vented soffit, flashing/end dams completed in required locations.Blower door test on file.",Acceptable with Conditions,2023-04-20T00:00:00.000,Building Deficiencies,TRICO HOMES,General Inspection Observations,COMP,False,-114.00747460307491,50.873911795487366,430499762,"{'type': 'Point', 'coordinates': [-114.007474603075, 50.873911795487]}",237,14,,,2023-04-20T00:00:00.000,
530,BP2022-15290,Single Construction Permit,81 MALLARD GV SE,2022-09-20T00:00:00.000,Final,9.8.8  Rear door has been secured closed - Rear door must remain secured closed until safe and code-compliant exit/entry is provided.,Acceptable with Conditions,2023-05-26T00:00:00.000,Building Deficiencies,HOMES BY AVI (CALGARY),SCP Pre-Possession (All),COMP,False,-113.92521479892133,50.87152820330917,436841333,"{'type': 'Point', 'coordinates': [-113.925214798921, 50.871528203309]}",210,12,,,,
531,BP2022-12619,Commercial / Multi Family Project,#400 919 11 AV SW,2022-08-19T00:00:00.000,Final,Field Level Hazard Assessment: site safety and personal PPE in place.,Acceptable,2023-04-27T00:00:00.000,Building Deficiencies,,Field Level Hazard Assessment (FLHA),COMP,False,-114.08276490013061,51.04265657488906,419228786,"{'type': 'Point', 'coordinates': [-114.082764900131, 51.042656574889]}",122,8,,,2023-04-27T00:00:00.000,
532,BP2022-12700,Single Construction Permit,128 SAVANNA PS NE,2022-07-28T00:00:00.000,Final,"Field Level Hazard Assessment: 2 C, muddy.Site safe and ready for inspection",Acceptable,2023-04-20T00:00:00.000,Building Deficiencies,HOMES BY AVI (CALGARY),Field Level Hazard Assessment (FLHA),COMP,False,-113.95437084468668,51.13716474809012,429629619,"{'type': 'Point', 'coordinates': [-113.954370844687, 51.13716474809]}",86,5,,,2023-04-20T00:00:00.000,
533,BP2022-12700,Single Construction Permit,128 SAVANNA PS NE,2022-07-28T00:00:00.000,Final,Pre-Possession Inspection Observations were:  Seasonal work yet to be completed.Exterior grading still to be done.Driveway and sidewalk still to be complete.Home ready for occupancy,Acceptable,2023-04-20T00:00:00.000,Building Deficiencies,HOMES BY AVI (CALGARY),General Inspection Observations,COMP,False,-113.95437084468668,51.13716474809012,429629619,"{'type': 'Point', 'coordinates': [-113.954370844687, 51.13716474809]}",86,5,,,2023-04-20T00:00:00.000,
534,BP2022-12837,Single Construction Permit,26 ROWLEY PA NW,2022-08-04T00:00:00.000,Final,9.25.3.6(5) Slab to be sealed around perimeter to walls - Seal cracks in slab.,Acceptable,2023-04-20T00:00:00.000,Building Deficiencies,CEDARGLEN GROUP (THE),Radon,COMP,False,-114.26646373404088,51.105707546764066,430377220,"{'type': 'Point', 'coordinates': [-114.266463734041, 51.105707546764]}",142,1,,,2023-04-20T00:00:00.000,
535,BP2022-12837,Single Construction Permit,26 ROWLEY PA NW,2022-08-04T00:00:00.000,Final,"Contractor to complete items, then may continue - Ensure deficiency corrected prior to occupancy.",Acceptable,2023-04-20T00:00:00.000,Building Deficiencies,CEDARGLEN GROUP (THE),Directives,COMP,False,-114.26646373404088,51.105707546764066,430377220,"{'type': 'Point', 'coordinates': [-114.266463734041, 51.105707546764]}",142,1,,,2023-04-20T00:00:00.000,
536,BP2022-12837,Single Construction Permit,26 ROWLEY PA NW,2022-08-04T00:00:00.000,Final,"Field Level Hazard Assessment: - Weather was chilly, overcast and light snow was coming down, Hard hat, vest and boots were worn at time of inspection. No hazards were observed",Acceptable,2023-04-20T00:00:00.000,Building Deficiencies,CEDARGLEN GROUP (THE),Field Level Hazard Assessment (FLHA),COMP,False,-114.26646373404088,51.105707546764066,430377220,"{'type': 'Point', 'coordinates': [-114.266463734041, 51.105707546764]}",142,1,,,2023-04-20T00:00:00.000,
537,BP2022-12837,Single Construction Permit,26 ROWLEY PA NW,2022-08-04T00:00:00.000,Final,"Pre-Possession Inspection Observations were:  - No rear deck, undeveloped basement, no driveway poured, framed frost walls, insulated & poly, smoke & co installed.",Acceptable,2023-04-20T00:00:00.000,Building Deficiencies,CEDARGLEN GROUP (THE),General Inspection Observations,COMP,False,-114.26646373404088,51.105707546764066,430377220,"{'type': 'Point', 'coordinates': [-114.266463734041, 51.105707546764]}",142,1,,,2023-04-20T00:00:00.000,
538,BP2022-12837,Single Construction Permit,26 ROWLEY PA NW,2022-08-04T00:00:00.000,Final,The continuous metal gas piping system of a building supplied with electric power is required to be bonded CE Code [rule 10-700 c)],Acceptable with Conditions,2023-04-20T00:00:00.000,Electrical Deficiencies,CEDARGLEN GROUP (THE),,COMP,False,-114.26646373404088,51.105707546764066,430377222,"{'type': 'Point', 'coordinates': [-114.266463734041, 51.105707546764]}",142,1,,,2023-04-20T00:00:00.000,
539,BP2022-15404,Single Construction Permit,503 SAVANNA WY NE,2022-09-20T00:00:00.000,Final,Field Level Hazard Assessment: No work site safety issues noted. Guards in place. PPE worn. Weather sunny.,Acceptable with Conditions,2023-05-25T00:00:00.000,Building Deficiencies,PROMINENT HOMES,Field Level Hazard Assessment (FLHA),COMP,False,-113.96070446691085,51.13751764149573,435932101,"{'type': 'Point', 'coordinates': [-113.960704466911, 51.137517641496]}",86,5,,,,
540,BP2022-15404,Single Construction Permit,503 SAVANNA WY NE,2022-09-20T00:00:00.000,Final,"Pre-Possession Inspection Observations were:  Interior guardrails in place, exterior guardrails in place. Rear deck built. Basement developed.Concrete being placed for sidewalks. Concrete for driveway not placed/done.",Acceptable with Conditions,2023-05-25T00:00:00.000,Building Deficiencies,PROMINENT HOMES,General Inspection Observations,COMP,False,-113.96070446691085,51.13751764149573,435932101,"{'type': 'Point', 'coordinates': [-113.960704466911, 51.137517641496]}",86,5,,,,
541,BP2022-15404,Single Construction Permit,503 SAVANNA WY NE,2022-09-20T00:00:00.000,Final,Ventilation sticker to be filled out . Please fill out the blue air balance sticker on the furnace.,Acceptable with Conditions,2023-05-25T00:00:00.000,Building Deficiencies,PROMINENT HOMES,HVAC Final,COMP,False,-113.96070446691085,51.13751764149573,435932101,"{'type': 'Point', 'coordinates': [-113.960704466911, 51.137517641496]}",86,5,,,,
542,BP2022-15404,Single Construction Permit,503 SAVANNA WY NE,2022-09-20T00:00:00.000,Final,Approved flexible cord and connector required to be installed in garburator (extension cord with no connector not acceptable).,Acceptable with Conditions,2023-05-25T00:00:00.000,Electrical Deficiencies,PROMINENT HOMES,,COMP,False,-113.96070446691085,51.13751764149573,435932102,"{'type': 'Point', 'coordinates': [-113.960704466911, 51.137517641496]}",86,5,,,,
543,BP2022-12868,Single Construction Permit,348 SAVANNA PA NE,2022-08-15T00:00:00.000,Final,"9.14.6 Site grading, slope drainage away from the building    Driveway and sidewalk still to be completed",Acceptable,2023-04-20T00:00:00.000,Building Deficiencies,HOMES BY AVI (CALGARY),Exterior,COMP,False,-113.96694933165064,51.138315151504976,430245837,"{'type': 'Point', 'coordinates': [-113.966949331651, 51.138315151505]}",86,5,,,2023-04-20T00:00:00.000,
